Date,Year,Month,Type,Country,Area,Location,Activity,Activity on surface,Table Presence,Sex,Age,Injury,Damage,Time,Species
16/10/1965,1965,October,Unprovoked,BAHAMAS,New Providence Island,Nassau,Bathing,Yes,No,M,32,Right arm & right leg bitten,No Fatal,Unknown,"1.8 M [6'], 180-Lb Shark"
30/07/1964,1965,July,Provoked,BAHAMAS,Bimini Islands,Lerner Marine Lab,Attempting to anesthetize shark,,,M,Unknown,Chest bitten PROVOKED INCIDENT,No Fatal,Unknown,Lemon Shark
01/05/1965,1965,May,Unprovoked,JAMAICA,Unknown,,Diving,No,No,M,Unknown,Minor injury,No Fatal,Unknown,Unknown
09/01/1965,1965,January,Unprovoked,NEW GUINEA,Central Province,Off Gaire Village,Diving,No,No,M,30,FATAL,Fatal,Unknown,Whaler Shark
06/12/1964,1964,December,Unprovoked,KENYA,Coast Province,"Kilindini Harbor, Mombasa",Fishing,,,M,10,FATAL,Fatal,Unknown,Unknown
15/07/1964,1964,July,Unknown,USA,Connecticut,"3 days out of Old Saybrook, Connecticut, 374'N, 67.57'W, Southern fringe of Gulf Stream","Yacht gooney bird foundered, 4 survivors on raft",,,Unknown,Unknown,"No injury, no attack; sharks ate their food tied to a line over the side of the raft",Unknown,Unknown,Unknown
10/02/1964,1964,February,Unprovoked,NEW ZEALAND,North Island,"West of Pukerua Bay, Wellington",Spearfishing,No,No,M,26,"No injury to diver, shark bit speargun",No Fatal,Afternoon,White Shark
20/12/1963,1963,December,Unprovoked,SOUTH AFRICA,Western Cape Province,Hartenbos,Spearfishing,No,No,M,Unknown,Foot lacerated,No Fatal,Morning,White Shark
27/02/1963,1963,February,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Namatanai,Swimming,Yes,No,M,Unknown,Right shoulder bitten,No Fatal,Morning,Unknown
10/11/1962,1962,November,Unknown,AUSTRALIA,New South Wales,Off Kisma,Watercraft,,,Unknown,Unknown,No injury to occupants. Shark rammed boat as they were pulling in a flathead,No Fatal,Unknown,Whaler Shark
30/09/1962,1962,September,Unprovoked,BRITISH WEST INDIES,Grand Turk Island,Long Cay,Spearfishing,No,No,M,24,Left thigh & hand & speargun bitten,No Fatal,Afternoon,Blacktip Shark
30/08/1962,1962,August,Unknown,TURKEY,Antalya Province,Ucagiz,Watercraft,,,M,Unknown,No injury,No Fatal,Unknown,Unknown
05/04/1962,1962,April,Provoked,SOUTH AFRICA,Eastern Cape Province,East London,Fishing,,,Unknown,Unknown,Hooked shark bit boat PROVOKED INCIDENT,No Fatal,Unknown,4.9 M [16']Shark
26/09/1961,1961,September,Provoked,USA,Florida,"Florida Keys, Monroe County",Unknown,,,M,16,Foot & lower leg abraded and lacerated when he kicked the shark PROVOKED INCIDENT,No Fatal,Afternoon,Unknown
06/09/1961,1961,September,Unknown,AUSTRALIA,Western Australia,Broome,Attaching a line at sea,,,Unknown,Unknown,Shark involvement prior to death unconfirmed,Unknown,Unknown,Unknown
15/05/1961,1961,May,Unprovoked,USA,Florida,"Laguna Beach, Bay County",Walking in chest-deep water,,,M,52,Middle finger of left hand & right forearm lacerated,No Fatal,Morning,Hammerhead Shark
16/04/1961,1961,April,Unprovoked,USA,Florida,"Fowey Rock Light, Miami",Spearfishing,No,No,M,22,Thigh bitten,No Fatal,Unknown,"Tiger Shark, 3 M [10']"
01/01/1961,1961,January,Sea Disaster,USA,Hawaii,Maui,Light aircraft ditched at sea,,,Unknown,Unknown,3 of the 4 passengers killed by sharks,Fatal,Unknown,Unknown
30/08/1960,1960,August,Unprovoked,USA,New Jersey,"Ocean City, Cape May County",Swimming,Yes,No,M,25,Right leg severely lacerated,No Fatal,Afternoon,Unknown
29/08/1960,1960,August,Sea Disaster,SENEGAL,Cap-Vert Peninsula,off Dakar,Air disaster: crash of air france super constellation,,,Unknown,Unknown,All 63 on board perished when the aircraft hit the water. Sharks hampered retrieval of bodies,Fatal,Unknown,Unknown
22/08/1960,1960,August,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,,Diving,No,No,M,Unknown,Lost left arm,No Fatal,Unknown,Unknown
21/08/1960,1960,August,Unprovoked,USA,New Jersey,"Sea Girt, Monmouth County",Wading,,No,M,24,"Lower right leg bitten, surgically amputated 10 days later",No Fatal,Afternoon,Unknown
01/01/1960,1960,January,Provoked,SOUTH AFRICA,Western Cape Province,Muizenberg,Wading,,No,F,Unknown,Left leg bitten by shark that escaped net  PROVOKED INCIDENT,No Fatal,Unknown,Unknown
Unknown,1960,Unknown,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,Wading,,No,F,Unknown,"Heel lacerated, hand lacerated & abraded",No Fatal,Morning,2.1 M [7'] Shark
29/12/1959,1959,December,Unknown,AUSTRALIA,Queensland,Scotts Point Beach,Watercraft,,,Unknown,Unknown,No injury to occupants,No Fatal,Afternoon,3.7 M [12'] Tiger Shark
30/05/1959,1959,May,Provoked,SOUTH AFRICA,Eastern Cape Province,"Bird Island, Algoa Bay",Spearfishing,No,No,M,23,"No injury, diver shot shark & it bit his speargun PROVOKED INCIDENT",No Fatal,Unknown,White Shark
11/04/1959,1959,April,Unprovoked,AUSTRALIA,Torres Strait,"Coconut Island , 100 miles east of Thursday Island",Diving,No,No,M,43,Left hand lacerated when he tried to ward off shark,No Fatal,Unknown,"Tiger Shark, 1.8 M [6']"
23/11/1958,1958,November,Unprovoked,AUSTRALIA,Queensland,Surfer's Paradise,Swimming,Yes,No,M,21,FATAL,Fatal,Afternoon,12' Shark
19/01/1958,1958,January,Unprovoked,AUSTRALIA,New South Wales,Brunswick Heads,Surfing,Yes,Yes,M,14,"Laceration to left ankle, heel and little toe",No Fatal,Afternoon,6' Shark
30/12/1957,1957,December,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,Margate,Wading,,No,F,14,"Left arm severed, torso bitten, thigh lacerated, many abrasions",No Fatal,Morning,1.8 M [6'] Shark
23/12/1957,1957,December,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,Margate,Floating,Yes,,M,23,"FATAL, right arm broken & stripped of flesh, left hand severed above wrist, lower abdomen, buttocks & thigh bitten",Fatal,Afternoon,>3 M [10'] Shark
07/05/1957,1957,May,Unprovoked,SOLOMON ISLANDS,Unknown,,Fishing,,,M,Unknown,Legs nipped & he bit shark's snout,No Fatal,Unknown,Unknown
01/01/1957,1957,January,Unknown,CUBA,Havana Province,Cojimar,Unknown,,,Unknown,1,"FATAL, but was it an accident or infanticide?",Unknown,Unknown,3.7 M [12'] Shark
27/10/1956,1956,October,Unprovoked,SOUTH AFRICA,Western Cape Province,"Glencairn, False Bay",Diving,No,No,M,29,Right heel lacerated & swim fin removed by shark,No Fatal,Unknown,White Shark
22/06/1956,1956,June,Unknown,PORTUGAL,Madeira,Off Funchal,Watercraft,,,M,23,"FATAL. Shark sank fishing boat, causing death by drowning",Fatal,Unknown,Unknown
23/09/1955,1955,September,Sea Disaster,NORTH PACIFIC OCEAN,1000 Miles West Of Hawaii,Between Wake & Johnston Islands,Body boarding,Yes,Yes,M,Unknown,Bitten several times before being rescued after 43 hours in the sea by the freighter Stell Advocate,No Fatal,Unknown,White Shark
04/09/1954,1954,September,Unprovoked,ITALY,Liguaria,Finale Ligure,Spearfishing,No,No,M,27,Abdomen injured,No Fatal,Unknown,Unknown
18/09/1953,1953,September,Sea Disaster,USA,Georgia,200 miles east of Savannah,Aircaft exploded,,,M,Unknown,Hand bitten,No Fatal,Unknown,Unknown
14/12/1962,1952,December,Unknown,GUATEMALA,Unknown,,Air disaster,,,F,Unknown,It is probable that all onboard (2 men & 2 women) died when the plane crashed into the sea & her body was scavenged by a shark,Unknown,Unknown,Unknown
12/10/1952,1952,October,Unprovoked,PAPUA NEW GUINEA,"Abau Sub District, Central Province",Lalaura Village,Fishing,,,M,Unknown,Right thigh bitten,No Fatal,Unknown,Unknown
05/10/1951,1951,October,Unknown,NORTH ATLANTIC OCEAN,North & South Carolina,400 miles off the le,Cargo ship southern isle sank at 04h00,,,Unknown,Unknown,Sharks fed on bodies of the drowned,Unknown,Unknown,Unknown
18/02/1950,1950,February,Unprovoked,AUSTRALIA,Western Australia,"Cottesloe, Perth",Spearfishing,No,No,M,Unknown,Minor injury to leg,No Fatal,Unknown,Small Carpet Shark
01/01/1950,1950,January,Unprovoked,SRI LANKA,Eastern Cape Province,Heda Oya Estuary,Fishing,,,M,Unknown,Buttock removed,No Fatal,Unknown,Lemon Shark
23/01/1949,1949,January,Unprovoked,AUSTRALIA,New South Wales,"Bar Beach, Newcastle",Lifesaving exhibition,,,M,20,FATAL,Fatal,Afternoon,White Shark
14/01/1949,1949,January,Unknown,AUSTRALIA,New South Wales,Off North Bondi,Surfing,Yes,Yes,M,32,"No injury, chased by 3 sharks",Unknown,Afternoon,Unknown
01/01/1949,1949,January,Unprovoked,NEW GUINEA,Calvados Archipelago,"Sabara Island, Calvados Chain 11.4S, 153E",Unknown,,,Unknown,Unknown,FATAL,Fatal,Unknown,Unknown
20/04/1947,1947,April,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,"Country Club Beach, Durban",Wading,,No,M,21,Ankle & shin lacerated,No Fatal,Morning,"1.5 M, 45-Kg Shark"
14/01/1947,1947,January,Unknown,AUSTRALIA,New South Wales,"Berry's Bay, Sydney Harbour",Watercraft,,,Unknown,16,"No injury, shark lifted the boat 0.5 m out of the water",No Fatal,Unknown,4.5  M [14'9] Shark
09/05/1946,1946,May,Unprovoked,TANZANIA,Dar-Es-Salaam,Dar-es-Salaam harbor,Swimming,Yes,No,M,Unknown,Leg bitten,No Fatal,Unknown,Unknown
01/11/1944,1944,November,Unknown,AUSTRALIA,Queensland,Maroochydore Beach,Swimming,Yes,No,M,Unknown,Probable drowning & scavenging,Unknown,Unknown,Unknown
14/03/1944,1944,March,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,"Country Club Beach, Durban",Wading,,No,M,16,Ankle severely lacerated,No Fatal,Afternoon,Unknown
01/07/1943,1943,July,Unknown,PORTUGAL,Unknown,Sines,Watercraft,,,Unknown,Unknown,No injury to occupants,No Fatal,Unknown,Unknown
13/02/1941,1941,February,Provoked,AUSTRALIA,New South Wales,Wollongong,Fishing,,,M,34,Hand lacerated by hooked shark PROVOKED INCIDENT,No Fatal,Unknown,Unknown
24/03/1939,1939,March,Unprovoked,PAPUA NEW GUINEA,Central Province,Port Moresby,Dived for a coin,,,M,Unknown,"FATAL, leg severed just below hip",Fatal,Unknown,A Large Shark
21/03/1938,1938,March,Unprovoked,FIJI,Viti Levu,Singatoka River,Wading,,No,M,Unknown,unknown,No Fatal,Unknown,Unknown
24/01/1935,1935,January,Unknown,AUSTRALIA,Queensland,"Ross River, Townsville",Watercraft,,,Unknown,Unknown,No injury to occupants,No Fatal,Unknown,2 Sharks
15/04/1934,1934,April,Unprovoked,AUSTRALIA,Queensland,"Elephant Rock, Currumbin near Southport",Surfing,Yes,Yes,M,34,Leg lacerated & punctured,No Fatal,Morning,Unknown
01/09/1929,1929,September,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Fall into the water,Yes,No,M,42,"FATAL, severe injuries to both legs",Fatal,Unknown,Unknown
20/10/1923,1923,October,Unknown,AUSTRALIA,New South Wales,"Botany Bay, Sydney",Sailing,,,M,Unknown,"He failed to return, his body was recovered 11/9/1922; chest & abdomen had been bitten by shark/s",Unknown,Unknown,Unknown
29/05/1919,1919,May,Unprovoked,USA,North & South Carolina,"James Island Sound, Charleston",Swimming,Yes,No,M,Unknown,Left foot bitten & abraded,No Fatal,Morning,Unknown
05/01/1919,1919,January,Unknown,ITALY,Unknown,Savona,Watercraft,,,M,Unknown,No injury,No Fatal,Unknown,13' Shark
31/05/1914,1914,May,Sea Disaster,NEW CALEDONIA,South Province,Noumea,Swimming,Yes,No,M,Unknown,FATAL x 2,Fatal,Unknown,Unknown
22/02/1912,1912,February,Provoked,AUSTRALIA,Western Australia,Bunbury,Diving,No,No,M,Unknown,"No injury, shark nipped diving suit after he prodded the shark PROVOKED INCIDENT",No Fatal,Unknown,Unknown
03/02/1912,1912,February,Unprovoked,NEW CALEDONIA,South Province,Noumea,Swimming,Yes,No,M,Unknown,Left shoulder & both legs bitten,No Fatal,Unknown,Unknown
23/12/1910,1910,December,Sea Disaster,AUSTRALIA,Western Australia,Fremantle,Shipwrecked pearling schooner,,,M,Unknown,FATAL,Fatal,Unknown,Unknown
05/12/1909,1909,December,Provoked,AUSTRALIA,New South Wales,Bondi,Fishing,,,M,Unknown,3 fingers bitten by hooked shark PROVOKED INCIDENT,No Fatal,Unknown,7' Shark
08/07/1908,1908,July,Unprovoked,CROATIA,Adriatic Sea,Medola,Watercraft,,,F,Unknown,"FATAL, lost a leg",Fatal,Unknown,White Shark
10/10/1906,1906,October,Unprovoked,USA,Hawaii,,Swimming,Yes,No,M,Unknown,FATAL,Fatal,Unknown,Unknown
27/09/1906,1906,September,Unprovoked,INDONESIA,Java,Lorok Bay,Swimming,Yes,No,M,Unknown,Thumb & index finger of left hand severed,No Fatal,Unknown,Unknown
01/01/1904,1904,January,Unknown,USA,Unknown,,Diving,No,No,M,Unknown,Leg bitten,Unknown,Unknown,Unknown
29/08/1902,1902,August,Unprovoked,ITALY,Calabria,Nicotera,Swimming,Yes,No,M,Unknown,FATAL,Fatal,Unknown,Unknown
14/07/1900,1900,July,Provoked,USA,Connecticut,"Bridgeport, Fairfield County",Unknown,,,Unknown,Unknown,"No injury to occupants. They shot shark, then it capsized their skiff. PROVOKED INCIDENT",No Fatal,Unknown,Unknown
28/01/1900,1900,January,Unprovoked,AUSTRALIA,New South Wales,"Lane Cove River, Sydney Harbor (Estuary)",Wading,,No,M,Unknown,Right posterior thigh bitten,No Fatal,Morning,Unknown
04/05/1899,1899,May,Unprovoked,ITALY,Imperia Province,Bordighera,Bathing,Yes,No,M,Unknown,FATAL,Fatal,Unknown,Unknown
29/04/1895,1895,April,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mzimvubu River,Crossing the river,,,M,28,"FATAL, right arm lacerated",Fatal,Morning,Unknown
22/06/1893,1893,June,Unprovoked,NIGERIA,Bayelsa State,Mouth of the Nun River,A barque wrecked,,,M,Unknown,FATAL,Fatal,Unknown,Unknown
09/11/1892,1892,November,Unprovoked,AUSTRALIA,Norfolk Island,,Fishing,,,M,Unknown,Laceration to arm,No Fatal,Unknown,Unknown
14/08/1888,1888,August,Sea Disaster,CANADA,Nova Scotia,Off Sable Island,The steamships thingvalla and geiser collided,,,M,Unknown,FATAL,Fatal,Before Daybreak,Unknown
11/04/1886,1886,April,Unknown,NEW ZEALAND,South Island,Near the mouth of the Clarence River,Sea disaster : wreck of the taiaroa,,,M,Unknown,Probable drowning & scavenging,Unknown,Unknown,Unknown
28/01/1886,1886,January,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"South Jetty, Port Elizabeth",Diving,No,No,M,Unknown,"Chest & buttocks bitten, left leg severed at knee",No Fatal,Morning,Unknown
01/01/1878,1878,January,Unprovoked,AUSTRALIA,New South Wales,"Balmain, Sydney (Estuary)",Bathing,Yes,No,M,11,"FATAL, leg severed",Fatal,Unknown,Unknown
24/01/1877,1877,January,Unprovoked,AUSTRALIA,Victoria,Boarding School Bay,Swimming,Yes,No,F,Unknown,Ankle injured,No Fatal,Unknown,6' Shark
01/01/1876,1876,January,Unprovoked,AUSTRALIA,Western Australia,Between De Grey River and Port Walcott,Diving,No,No,M,Unknown,Severely bitten but survived,No Fatal,Unknown,Unknown
15/06/1874,1874,June,Unprovoked,KIRIBATI,Gilbert Islands,Beru,Escaping from blackbirding vessel,,,M,Unknown,FATAL,Fatal,Unknown,Unknown
05/05/1862,1862,May,Unprovoked,USA,Hawaii,Puna,Unknown,,,F,Unknown,Ankle bitten,No Fatal,Unknown,Unknown
14/01/1858,1858,January,Unprovoked,USA,Hawaii,,Swimming,Yes,No,M,Unknown,FATAL,Fatal,Unknown,Unknown
13/07/1853,1853,July,Unprovoked,USA,North & South Carolina,"Charleston Harbor, Charleston County",Swimming,Yes,No,M,Unknown,FATAL,Fatal,Unknown,Unknown
27/03/1841,1841,March,Unprovoked,AUSTRALIA,New South Wales,"Cockatoo Island, Sydney",Bathing,Yes,No,M,Unknown,FATAL,Fatal,Afternoon,Unknown
26/07/1830,1830,July,Unprovoked,USA,Massachusetts,"Swampscott, Essex County",Fall into the water,Yes,No,M,52,FATAL,Fatal,Unknown,Unknown
28/08/1826,1826,August,Sea Disaster,CUBA,Unknown,,Hbm magpie foundered in a squall,,,M,Unknown,FATAL,Fatal,Unknown,Unknown
01/01/1791,1791,January,Unprovoked,AUSTRALIA,New South Wales,Port Jackson,Unknown,,,F,Unknown,"FATAL, bitten in two",Fatal,Unknown,Unknown
Unknown,Unknown,Unknown,Unprovoked,SRI LANKA,Northern Province,Mannar,Fishing,,,M,Unknown,Foot bitten,No Fatal,Unknown,Unknown
Unknown,Unknown,Unknown,Unprovoked,USA,North & South Carolina,Ocracoke Inlet,Swimming,Yes,No,M,Unknown,FATAL,Fatal,Unknown,Unknown
28/10/2022,2022,October,Unprovoked,BAHAMAS,Unknown,Cat Island,Diving,No,No,M,Unknown,Torso bitten,No Fatal,Unknown,Unknown
17/07/2022,2022,July,Provoked,USA,Florida,"Content Keys, Monroe County",Fishing,,,M,Unknown,Fingrt bitten while releasing hooked shark PROVOKED INCUDEBT,No Fatal,Afternoon,Lemon Shark
30/06/2022,2022,June,Unprovoked,USA,New York,"Jones Beach, Nassau County",Swimming,Yes,No,M,Unknown,Injury to right foot,No Fatal,Afternoon,Unknown
29/06/2022,2022,June,Unprovoked,USA,Florida,"Summerland Key, Monroe County",Jumped into water,,,M,Unknown,Laceration to leg,No Fatal,Afternoon,Unknown
20/05/2022,2022,May,Unprovoked,AUSTRALIA,Western Australia,"Royal Perth Yacht Club, Swan River",Diving,No,No,M,20,No Injury,No Fatal,Unknown,Bull Shark
14/04/2021,2021,April,Unprovoked,SOUTH AFRICA,Kwazulu-Natal,Mdloti,Spearfishing,No,No,M,38,Minor injury to head,No Fatal,Afternoon,1.3M Shark
30/03/2021,2021,March,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Unknown,,,M,Unknown,Cuts to both feet,No Fatal,Afternoon,Unknown
18/03/2021,2021,March,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Wading,,No,M,20,Left forearm bitten,No Fatal,Afternoon,Blacktip Shark
22/11/2020,2020,November,Unprovoked,AUSTRALIA,Western Australia,Cable Beach,Body boarding,Yes,Yes,M,59,FATAL,Fatal,Morning,Bull Shark
02/03/2020,2020,March,Unprovoked,FIJI,Vanua Levu,"Tawake, Cakaudrove",Spearfishing,No,No,M,26,Lacerations to right elbow,No Fatal,Morning,Unknown
05/01/2020,2020,January,Unprovoked,AUSTRALIA,Western Australia,Cull Island / Esperance,Diving,No,No,M,57,FATAL,Fatal,Afternoon,White Shark
27/08/2019,2019,August,Provoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Yes,Yes,M,40,Hand and calf bitten when he jumped off surfboard and landed on the shark PROVOKED INCIDENT,No Fatal,Morning,6.5' Shark
05/03/2019,2019,March,Unprovoked,USA,Oregon,"Cape Kiwanda, Tillamook County",Surfing,Yes,Yes,M,Unknown,"No injury, board bitten and dented",No Fatal,Morning,Unknown
19/10/2018,2018,October,Unprovoked,AUSTRALIA,New South Wales,Samurai Beach,Surfing,Yes,Yes,M,50,Injury to upper right arm,No Fatal,Morning,Bull Shark
28/09/2018,2018,September,Unprovoked,AUSTRALIA,Northern Territory,Groote Eylandt,Unknown,,,M,17,Knee bitten,No Fatal,Afternoon,Bull Shark
01/05/2018,2018,May,Provoked,AUSTRALIA,Western Australia,Dugong Bay,Feeding,,,F,34,Shallow lacerations to finger PROVOKED INCIDENT,No Fatal,Unknown,Nurse Shark
05/04/2018,2018,April,Unprovoked,BAHAMAS,Unknown,Bimini,Swimming,Yes,No,M,12,"2 puncture wounds to left foot, abrasion to right foot",No Fatal,Afternoon,Bull Shark
30/12/2017,2017,December,Unprovoked,USA,California,"Drakes Estero, Point Reyes, Marin County",Surfing,Yes,Yes,F,35,Foot bitten,No Fatal,Morning,Unknown
13/11/2017,2017,November,Unprovoked,UNKNOWN,Unknown,,Surfing,Yes,Yes,M,24,Puncture wounds to feet,No Fatal,Unknown,Unknown
13/11/2017,2017,November,Unprovoked,AUSTRALIA,New South Wales,Avoca Beach,Surfing,Yes,Yes,M,25,Puncture wounds to left shoulder,No Fatal,Afternoon,2 M Shark
09/10/2017,2017,October,Unprovoked,USA,Hawaii,"Davidsons Beach, Kekaha, Kauai",Surfing,Yes,Yes,M,54,Lacerations to left hand,No Fatal,Afternoon,"Tiger Shark, 8 To 10 Feet"
05/08/2017,2017,August,Unprovoked,EGYPT,Red Sea Protectorate,Marsa Ghalib,Snorkeling,Yes,No,F,20,Bite to right leg/hip,No Fatal,Unknown,White Shark
29/07/2017,2017,July,Unknown,USA,North & South Carolina,"Hilton Head Island, Beaufort County",Swimming,Yes,No,M,10,Abrasions and cuts to sole of foot,Unknown,Afternoon,A Small Shark
23/07/2017,2017,July,Unprovoked,USA,New Jersey,Ventnor,Unknown,,,F,Unknown,Minor injury to hand,No Fatal,Unknown,Sandtiger Shark  2'
22/07/2017,2017,July,Unprovoked,USA,Florida,"Snipes Point, Monroe County",Unknown,,,F,40,Foot bitten,No Fatal,Morning,A Small Shark
20/07/2017,2017,July,Unknown,USA,North & South Carolina,"Hilton Head Island, Beaufort County",Swimming,Yes,No,F,8,Foot injured,Unknown,Unknown,Unknown
18/06/2017,2017,June,Unprovoked,REUNION,Unknown,Roches Noire,Body boarding,Yes,Yes,M,34,"No injury, shark bit surfboard",No Fatal,Morning,Bull Shark
04/06/2017,2017,June,Unprovoked,USA,Florida,"Middle Sambo Reef off Boca Chica, Monroe County",Spearfishing,No,No,M,Unknown,Laceration to shin,No Fatal,Unknown,8' Shark
28/05/2017,2017,May,Unprovoked,USA,Florida,Off Jupiter,Feeding,,,M,Unknown,Lacerations to right arm,No Fatal,Morning,Tiger Shark
06/02/2017,2017,February,Unknown,SOUTH AFRICA,Kwazulu-Natal,Eastmoor Crescent Beach,Watercraft,,,M,Unknown,"Shark damaged kayak, no injury to occupant",No Fatal,Unknown,Tiger Shark
01/02/2017,2017,February,Unknown,USA,North & South Carolina,16 miles off Hilton Head,Watercraft,,,Unknown,Unknown,"Shark bit boat, no injury to occupants",No Fatal,Unknown,White Shark
14/11/2016,2016,November,Unprovoked,USA,Hawaii,"Kamaole Beach Park I, Maui",Floating,Yes,,F,58,Injuries to right calf and thigh,No Fatal,Morning,Tiger Shark
